tmdb_id,credit_id,person_id,department,job
9869,52fe453bc3a36847f80c3377,13015,Directing,Director
9869,52fe453bc3a36847f80c3383,15304,Writing,Screenplay
9869,52fe453bc3a36847f80c337d,38568,Writing,Author
9869,52fe453bc3a36847f80c3389,59906,Writing,Screenplay
619,52fe425ec3a36847f8019133,37,Sound,Original Music Composer
619,52fe425ec3a36847f801911b,1269,Production,Producer
619,52fe425fc3a36847f8019145,3985,Editing,Editor
619,52fe425fc3a36847f801914b,4142,Production,Casting
619,52fe425ec3a36847f8019115,8844,Writing,Screenplay
619,52fe425ec3a36847f8019121,8844,Production,Producer
619,52fe425ec3a36847f8019127,7847,Production,Producer
619,52fe425fc3a36847f8019151,7848,Art,Production Design
619,52fe425fc3a36847f801915d,7849,Art,Set Decoration
619,54a1388e925141198b00138a,8279,Art,Set Designer
9374,52fe44efc3a36847f80b2bbd,37,Sound,Original Music Composer
9374,52fe44efc3a36847f80b2b9f,24,Directing,Director
9374,52fe44efc3a36847f80b2bb7,24,Production,Producer
9374,52fe44efc3a36847f80b2bb1,30,Production,Producer
9374,52fe44efc3a36847f80b2bc9,38,Editing,Editor
9374,52fe44efc3a36847f80b2bab,508,Writing,Author
9374,52fe44efc3a36847f80b2bc3,1060,Camera,Director of Photography
9374,57bee05dc3a3685c5d001657,1495632,Writing,Writer
11259,52fe441b9251416c75029157,491,Sound,Original Music Composer
11259,52fe441b9251416c7502914b,339,Production,Producer
11259,52fe441b9251416c7502913f,6159,Writing,Screenplay
11259,52fe441b9251416c75029139,6159,Directing,Director
11259,52fe441b9251416c75029151,6159,Production,Producer
11259,52fe441c9251416c75029163,6189,Editing,Editor
11259,52fe441c9251416c75029169,6190,Editing,Editor
11259,52fe441b9251416c75029145,12648,Writing,Screenplay
11259,52fe441b9251416c7502915d,30149,Camera,Director of Photography
8293,52fe449ec3a36847f80a0551,54441,Directing,Director
8293,52fe449ec3a36847f80a0557,54442,Writing,Novel
8293,52fe449ec3a36847f80a055d,54443,Writing,Screenplay
8293,52fe449ec3a36847f80a0583,54448,Production,Producer
8293,52fe449ec3a36847f80a0589,3960,Camera,Director of Photography
8293,52fe449ec3a36847f80a058f,54449,Sound,Original Music Composer
8293,52fe449ec3a36847f80a0595,4868,Editing,Editor
8293,52fe449ec3a36847f80a059b,17165,Art,Production Design
8293,52fe449ec3a36847f80a05a1,1080783,Production,Executive Producer
8293,56e4af81c3a3685a9a004626,1043954,Production,Associate Producer
11068,52fe43ef9251416c750239a5,11649,Directing,Director
11068,52fe43ef9251416c750239ab,12843,Production,Producer
11068,52fe43ef9251416c750239b1,11649,Production,Producer
11068,52fe43ef9251416c750239b7,11649,Writing,Screenplay
11068,52fe43ef9251416c750239bd,8425,Editing,Editor
11068,52fe43ef9251416c750239c3,68110,Sound,Music
11068,52fe43ef9251416c750239c9,1254,Production,Executive Producer
11068,52fe43ef9251416c750239db,53812,Production,Casting
11068,52fe43ef9251416c750239e1,53811,Art,Production Design
11068,52fe43ef9251416c750239e7,4197,Art,Set Decoration
1923,52fe4322c3a36847f803cd53,5602,Directing,Director
1923,52fe4322c3a36847f803cd59,5602,Writing,Author
1923,52fe4322c3a36847f803cd5f,15797,Writing,Author
1923,52fe4322c3a36847f803cd65,20003,Production,Producer
1923,52fe4322c3a36847f803cd6b,15802,Production,Producer
1923,52fe4322c3a36847f803cd77,20004,Camera,Director of Photography
1923,52fe4322c3a36847f803cd7d,5604,Editing,Editor
1923,5952cb0d92514129c4028bdf,5628,Sound,Music
1923,596bcd099251413b600042c5,58837,Production,Executive Producer
1923,596bcd18c3a3684c39004302,1478117,Production,Associate Producer
10158,56dbb4fbc3a3682b57000521,547,Production,Casting
10158,52fe43389251416c75007ffd,4037,Writing,Screenplay
10158,52fe43389251416c75007ff7,4037,Directing,Director
10158,52fe43389251416c75008009,4054,Production,Producer
10158,56dbb514925141169a000f31,11083,Art,Set Decoration
10158,52fe43389251416c7500801b,25141,Editing,Editor
10158,56dbb5049251413e2a0006cb,16614,Art,Production Design
10158,52fe43389251416c7500800f,31027,Camera,Director of Photography
10158,56dbb527925141168f000e8b,55225,Production,Unit Production Manager
10158,52fe43389251416c75008015,56594,Editing,Editor
10206,52fe43429251416c75009833,64170,Directing,Director
10206,52fe43429251416c75009839,47054,Production,Producer
10206,52fe43429251416c7500983f,12891,Writing,Screenplay
10206,52fe43429251416c75009845,1225,Sound,Original Music Composer
10206,52fe43429251416c7500984b,64171,Camera,Director of Photography
10206,52fe43429251416c75009851,17766,Editing,Editor
11782,52fe44849251416c75037a6b,11401,Directing,Director
11782,52fe44849251416c75037a71,11401,Writing,Author
11782,52fe44849251416c75037a77,62412,Writing,Screenplay
11782,52fe44849251416c75037a7d,64901,Writing,Screenplay
11782,52fe44849251416c75037a83,11404,Production,Producer
11782,52fe44849251416c75037a89,70587,Production,Producer
11782,52fe44849251416c75037a8f,70588,Sound,Original Music Composer
11782,52fe44849251416c75037a95,67048,Camera,Director of Photography
11782,52fe44859251416c75037a9b,70589,Editing,Editor
11782,52fe44859251416c75037aa1,68030,Editing,Editor
10086,52fe43219251416c75004b01,47820,Writing,Screenplay
10086,52fe43229251416c75004b5d,47820,Directing,Director
10086,52fe43219251416c75004b3d,47820,Production,Producer
10086,52fe43219251416c75004b07,45774,Writing,Screenplay
10086,52fe43219251416c75004b0d,63174,Writing,Screenplay
10086,52fe43219251416c75004af5,63174,Directing,Director
10086,52fe43219251416c75004b13,63174,Editing,Editor
10086,52fe43219251416c75004b31,63174,Production,Producer
10086,52fe43229251416c75004b63,63174,Writing,Story
10086,52fe43219251416c75004afb,63175,Writing,Screenplay
9367,52fe44eec3a36847f80b280b,2294,Directing,Director
9367,52fe44eec3a36847f80b2811,2294,Writing,Author
9367,52fe44eec3a36847f80b2817,20498,Production,Producer
9367,52fe44eec3a36847f80b281d,2294,Production,Producer
9367,52fe44eec3a36847f80b2829,57473,Sound,Music
9367,52fe44eec3a36847f80b282f,57474,Sound,Music
9367,52fe44eec3a36847f80b2835,57475,Sound,Music
9367,52fe44eec3a36847f80b283b,57478,Sound,Music
9367,52fe44eec3a36847f80b2841,57479,Sound,Music
9367,52fe44eec3a36847f80b2847,2294,Camera,Director of Photography
9876,52fe453dc3a36847f80c3795,1724,Directing,Director
9876,52fe453dc3a36847f80c379b,59954,Writing,Screenplay
9876,52fe453dc3a36847f80c37a1,57341,Writing,Screenplay
9876,52fe453dc3a36847f80c37a7,21075,Writing,Screenplay
9876,52fe453dc3a36847f80c37ad,51612,Production,Executive Producer
9876,52fe453dc3a36847f80c37b3,21024,Production,Executive Producer
9876,52fe453dc3a36847f80c37b9,8860,Production,Producer
9876,52fe453dc3a36847f80c37c5,57601,Production,Producer
9876,52fe453dc3a36847f80c37cb,8858,Production,Producer
9876,52fe453dc3a36847f80c37d1,37,Sound,Music
10326,52fe43599251416c7500d015,1760,Sound,Original Music Composer
10326,52fe43599251416c7500d00f,2487,Production,Producer
10326,5516c5009251416f100000ab,3806,Production,Casting
10326,5516c4c19251416f0000008d,7237,Art,Set Decoration
10326,5516c8d8c3a36862f60000e3,4755,Crew,Stunt Coordinator
10326,5516c4909251416f12000073,13675,Art,Production Design
10326,5516c7c89251416efe0000c4,7734,Art,Set Designer
10326,5516c4a39251416f0a0000a1,7856,Art,Art Direction
10326,5516c515c3a36862ef00008d,8428,Costume & Make-Up,Costume Design
10326,5516c8a9c3a36862ed0000e7,9349,Sound,Supervising Sound Editor
16562,52fe46db9251416c75085df9,12988,Directing,Director
16562,52fe46db9251416c75085e0f,19242,Writing,Writer
16562,52fe46dc9251416c75085e41,18389,Production,Producer
16562,52fe46dc9251416c75085e47,9196,Production,Producer
16562,52fe46dc9251416c75085e4d,1117953,Production,Producer
16562,52fe46dc9251416c75085e53,7422,Sound,Original Music Composer
16562,52fe46dc9251416c75085e59,5506,Camera,Director of Photography
16562,52fe46dc9251416c75085e5f,69677,Editing,Editor
16562,52fe46dc9251416c75085e65,599,Production,Casting
16562,52fe46dc9251416c75085e6b,5329,Art,Production Design
9609,52fe4510c3a36847f80ba5df,33,Directing,Director
9609,52fe4510c3a36847f80ba5f1,33,Production,Producer
9609,52fe4510c3a36847f80ba5fd,414,Production,Executive Producer
9609,52fe4510c3a36847f80ba5e5,2747,Writing,Novel
9609,52fe4510c3a36847f80ba603,4140,Sound,Original Music Composer
9609,52fe4510c3a36847f80ba5eb,8483,Writing,Screenplay
9609,52fe4510c3a36847f80ba609,43624,Camera,Director of Photography
9609,52fe4510c3a36847f80ba5f7,52897,Production,Producer
9609,52fe4511c3a36847f80ba60f,58177,Editing,Editor
12143,52fe44bd9251416c7503f537,39104,Directing,Director
12143,52fe44bd9251416c7503f543,71443,Writing,Screenplay
12143,52fe44bd9251416c7503f549,32035,Production,Producer
12143,52fe44bd9251416c7503f54f,59623,Production,Producer
12143,52fe44bd9251416c7503f555,11696,Production,Executive Producer
12143,52fe44bd9251416c7503f55b,66137,Production,Executive Producer
12143,52fe44bd9251416c7503f561,39107,Sound,Music
12143,52fe44bd9251416c7503f567,45535,Camera,Director of Photography
12143,52fe44bd9251416c7503f56d,39108,Editing,Editor
12143,59a976ccc3a3683ce602b34c,39104,Writing,Screenplay
4234,52fe43b4c3a36847f80690cb,5140,Directing,Director
4234,52fe43b4c3a36847f80690d1,26458,Writing,Characters
4234,52fe43b4c3a36847f80690d7,15244,Writing,Screenplay
4234,52fe43b4c3a36847f80690dd,409,Production,Producer
4234,52fe43b4c3a36847f80690e3,35581,Production,Producer
4234,52fe43b4c3a36847f80690e9,26458,Production,Producer
4234,52fe43b4c3a36847f80690ef,7229,Sound,Original Music Composer
4234,52fe43b4c3a36847f80690f5,9573,Camera,Director of Photography
4234,52fe43b4c3a36847f80690fb,27226,Editing,Editor
4234,52fe43b4c3a36847f8069101,434,Production,Casting
9605,52fe4510c3a36847f80ba397,117,Sound,Original Music Composer
9605,52fe4510c3a36847f80ba3a9,2866,Editing,Editor
9605,52fe4510c3a36847f80ba37f,23393,Directing,Director
9605,52fe4510c3a36847f80ba391,23393,Production,Producer
9605,52fe4510c3a36847f80ba3a3,49069,Camera,Director of Photography
9605,52fe4510c3a36847f80ba38b,57579,Writing,Screenplay
9605,52fe4510c3a36847f80ba385,58153,Writing,Novel
9605,52fe4510c3a36847f80ba39d,58154,Production,Executive Producer
9605,58a736999251417089000126,1650545,Crew,Transportation Captain
8374,52fe44a3c3a36847f80a1a91,54795,Directing,Director
8374,52fe44a3c3a36847f80a1a97,54796,Production,Producer
8374,52fe44a3c3a36847f80a1a9d,54797,Production,Producer
8374,52fe44a3c3a36847f80a1aa3,18691,Production,Producer
8374,52fe44a3c3a36847f80a1aa9,20784,Production,Producer
8374,52fe44a4c3a36847f80a1ab5,18695,Camera,Director of Photography
8374,52fe44a4c3a36847f80a1abb,54798,Editing,Editor
8374,52fe44a4c3a36847f80a1ac1,54795,Writing,Writer
8374,52fe44a4c3a36847f80a1ad9,21478,Production,Executive Producer
8374,52fe44a4c3a36847f80a1ae5,21479,Production,Executive Producer
29076,52fe45c6c3a368484e06e2af,95818,Directing,Director
29076,52fe45c6c3a368484e06e2b5,95818,Writing,Writer
27841,5381a340c3a36805a8006476,852,Editing,Editor
27841,5381a374c3a368059e006972,1050,Art,Set Decoration
27841,5381a302c3a368737d001c15,2289,Sound,Music
27841,5381a2b1c3a368059e006964,3636,Production,Producer
27841,5381a3a7c3a36805a4006507,5493,Costume & Make-Up,Costume Design
27841,5381a282c3a36805950068ea,9578,Production,Producer
27841,5381a38ac3a368059b0067cc,10443,Costume & Make-Up,Costume Design
27841,5381a409c3a368059b0067d4,10444,Costume & Make-Up,Hairstylist
27841,52fe4569c3a368484e05915b,12009,Directing,Director
27841,5985dab7c3a36874ed0246bc,14536,Camera,Director of Photography
1907,52fe4320c3a36847f803c54f,8384,Art,Set Decoration
1907,52fe4320c3a36847f803c4f7,2034,Directing,Director
1907,52fe4320c3a36847f803c531,2035,Production,Producer
1907,52fe4320c3a36847f803c525,2036,Writing,Novel
1907,52fe4320c3a36847f803c543,2240,Camera,Director of Photography
1907,52fe4320c3a36847f803c53d,5628,Sound,Original Music Composer
1907,52fe4320c3a36847f803c52b,8999,Writing,Screenplay
1907,52fe4320c3a36847f803c555,9006,Costume & Make-Up,Costume Design
1907,52fe4320c3a36847f803c537,10876,Production,Producer
1907,52fe4320c3a36847f803c549,19872,Art,Production Design
15489,59ce809dc3a3686a6301c4e6,3962,Costume & Make-Up,Costume Design
15489,59ce80939251416c6d01c068,7802,Art,Set Decoration
15489,59ce806c9251416c8601b347,18257,Camera,Director of Photography
15489,59ce80729251416c8601b34e,18387,Editing,Editor
15489,59ce8078c3a3686a2301c3aa,19679,Production,Casting
15489,59ce8080c3a3686a2301c3c8,19680,Production,Casting
15489,59ce80869251416c8201c939,23972,Art,Production Design
15489,59ce80649251416c2001d41d,38335,Sound,Original Music Composer
15489,57b7c72cc3a3680ab50044f7,49904,Writing,Writer
15489,57b7c734c3a3686e40001f3b,49905,Writing,Writer
15655,59121da0c3a3686519043247,5553,Sound,Original Music Composer
15655,59121dadc3a36864fc0479e6,9965,Camera,Director of Photography
15655,52fe466f9251416c75078381,77545,Writing,Characters
15655,5912202f9251414e92048b43,74976,Sound,Sound Re-Recording Mixer
15655,52fe466f9251416c75078357,93301,Directing,Director
15655,5537532d9251415704002bb8,142587,Visual Effects,Animation
15655,59121b89c3a368646b04c7fe,154705,Visual Effects,Character Designer
15655,54f79f8692514118df00006e,226013,Art,Art Direction
15655,59121d849251414ead045214,993265,Editing,Editor
15655,59121eabc3a368646b04ca71,1243177,Visual Effects,Character Designer
36210,52fe45d49251416c9103fe07,607,Directing,Director
36210,52fe45d49251416c9103fe0d,146105,Writing,Writer
36210,57881b64c3a36869ad0006a3,1353,Production,Executive Producer
36210,57881b94c3a36869ad0006b1,72021,Sound,Original Music Composer
36210,57881bb1c3a3683919002eb1,1363,Editing,Editor
36210,57881bd3c3a3683930002b71,551534,Art,Production Design
36210,57881c2b9251410f540010c0,993813,Production,Production Manager
36210,57881c6a92514138d0000749,1355,Production,Production Manager
36210,57881cd59251410f540010f2,1293203,Sound,Sound
36210,589610b7c3a368627c008631,72023,Camera,Director of Photography
22342,52fe443dc3a368484e017843,69815,Editing,Editor
22342,52fe443cc3a368484e0177e9,86004,Directing,Director
22342,52fe443cc3a368484e0177ef,85453,Writing,Writer
22342,52fe443dc3a368484e017831,89816,Production,Producer
22342,52fe443dc3a368484e017837,89816,Sound,Original Music Composer
22342,52fe443dc3a368484e01783d,96252,Camera,Director of Photography
30062,52fe43f99251416c91000d43,10051,Directing,Director
30062,52fe43f99251416c91000d49,27797,Writing,Adaptation
30062,52fe43f99251416c91000d4f,102950,Writing,Screenplay
30062,52fe43f99251416c91000d55,102965,Writing,Screenplay
25934,52fe44e5c3a368484e03d085,46611,Directing,Director
25934,52fe44e5c3a368484e03d08b,46611,Production,Producer
25934,52fe44e5c3a368484e03d0b1,1185793,Writing,Novel
25934,52fe44e5c3a368484e03d0b7,46611,Writing,Screenplay
14181,56644927c3a3682bde007cf3,550,Production,Producer
14181,5664491a9251412aca00899e,551,Production,Producer
14181,566448869251412ac60082de,561,Production,Casting
14181,56644ca09251412ad90088dd,7439,Art,Art Direction
14181,56644bc5c3a3682bd200876a,9408,Sound,Supervising Sound Editor
14181,56644b1e9251412ac4008229,9409,Sound,Sound Re-Recording Mixer
14181,56644bfa9251412ad500844c,9419,Sound,Sound Effects Editor
14181,56644b3c9251412aca0089f2,14045,Sound,Sound Re-Recording Mixer
14181,56644bdc9251412aca008a01,16994,Sound,Sound Effects Editor
14181,553c040f925141275e005bcb,17598,Camera,Director of Photography
10385,52fe43649251416c7500e80d,3092,Directing,Director
10385,52fe43649251416c7500e813,57678,Production,Producer
10385,52fe43649251416c7500e819,57678,Writing,Screenplay
10385,52fe43649251416c7500e81f,9248,Writing,Screenplay
10385,52fe43649251416c7500e825,9248,Production,Producer
10385,52fe43649251416c7500e82b,53645,Editing,Editor
10385,52fe43649251416c7500e831,37757,Sound,Original Music Composer
10385,52fe43649251416c7500e837,37434,Camera,Director of Photography
10385,563b2dcc9251414c70003e22,434,Production,Casting
10385,563b2de3c3a3681b4b021dc1,27543,Art,Production Design
2787,52fe436dc3a36847f805361f,28239,Directing,Director
2787,52fe436dc3a36847f8053625,28240,Camera,Director of Photography
2787,52fe436dc3a36847f805363d,13673,Editing,Editor
2787,52fe436dc3a36847f8053643,9185,Production,Producer
2787,52fe436dc3a36847f8053649,63920,Writing,Screenplay
2787,52fe436dc3a36847f805364f,63921,Writing,Screenplay
2787,5876887fc3a3682d33000bae,5912,Sound,Music
2787,58768ef3c3a3682d1b000ef4,1589728,Sound,Assistant Sound Editor
2787,586950e8c3a3680f5100ef7f,1588683,Sound,Boom Operator
2787,586951bf9251414e7500e293,28241,Sound,Orchestrator
2069,52fe4331c3a36847f804188d,21217,Directing,Director
2069,52fe4331c3a36847f8041893,21218,Writing,Screenplay
2069,52fe4331c3a36847f8041899,21219,Production,Producer
2069,52fe4331c3a36847f804189f,21220,Production,Producer
2069,52fe4331c3a36847f80418a5,14712,Sound,Original Music Composer
2069,52fe4331c3a36847f80418ab,21221,Sound,Original Music Composer
2069,52fe4331c3a36847f80418b1,21222,Camera,Director of Photography
2069,52fe4331c3a36847f80418b7,21223,Editing,Editor
2069,56dcc390c3a3687663000c37,1486763,Crew,Stand In
2069,594779a7c3a36816f603ac78,1587360,Camera,Camera Loader
14839,52fe461f9251416c7506dd71,1035,Directing,Director
14839,52fe461f9251416c7506dd77,1035,Writing,Writer
14839,52fe461f9251416c7506dd7d,70280,Writing,Writer
28978,52fe45bfc3a368484e06cadb,13848,Directing,Director
28978,52fe45bfc3a368484e06cae1,13848,Writing,Writer
901,52fe428ac3a36847f8026bc9,13848,Directing,Director
901,52fe428ac3a36847f8026bcf,13849,Camera,Director of Photography
901,52fe428ac3a36847f8026bd5,13851,Sound,Sound Designer
901,52fe428ac3a36847f8026bef,13848,Writing,Screenplay
901,52fe428ac3a36847f8026bf9,13848,Editing,Editor
901,52fe428ac3a36847f8026bff,13848,Sound,Original Music Composer
901,52fe428ac3a36847f8026c05,13855,Production,Casting
901,52fe428ac3a36847f8026c0b,1120772,Writing,Screenplay
901,52fe428ac3a36847f8026c11,147963,Writing,Screenplay
901,52fe428ac3a36847f8026c17,13848,Production,Producer
25010,558d55edc3a3687bdb00035a,12433,Production,Producer
25010,52fe44b4c3a368484e032451,1201,Directing,Director
25010,553fc08792514132c20000f7,1201,Writing,Writer
25010,558d560ec3a3687bfc00038e,63906,Sound,Music
25010,558d5621c3a36843cf001d5b,104876,Camera,Director of Photography
25010,558d5634c3a3687bfc000391,1217,Editing,Editor
25010,558d5646c3a36834a100011e,6347,Production,Casting
25010,558d5659c3a36878d9000a38,21614,Art,Production Design
25010,558d566dc3a36834a1000121,1481653,Art,Art Direction
25010,558d567dc3a36843cf001d67,137192,Art,Set Decoration
36208,57a60e4692514118590007ee,3945,Art,Production Design
36208,52fe45d49251416c9103fd5d,13848,Directing,Director
36208,57a60dafc3a3680b7c00078f,13848,Editing,Editor
36208,57a60dbbc3a3680b7c00079f,13848,Production,Producer
36208,57a60da492514118b40007cb,13848,Sound,Original Music Composer
36208,52fe45d49251416c9103fd63,13848,Writing,Writer
36208,57a60dd3c3a3680b7c0007b0,14020,Camera,Director of Photography
36208,57a60ec6c3a3681010000786,63381,Crew,Other
36208,57a60e9492514118d800085c,63385,Crew,Unit Publicist
36208,57a60e67c3a368101000074b,94180,Directing,Assistant Director
10098,52fe43269251416c75005605,13848,Directing,Director
10098,52fe43269251416c7500560b,14020,Camera,Director of Photography
10098,52fe43269251416c75005611,3945,Art,Art Direction
10098,52fe43269251416c75005623,13848,Editing,Editor
10098,52fe43269251416c75005629,13848,Production,Producer
10098,52fe43269251416c75005673,13848,Writing,Writer
10098,56735129c3a3685ef10001a0,13848,Sound,Original Music Composer
10098,56735184c3a3685ee700019f,89669,Directing,Assistant Director
10098,567351d2c3a3685edc0001e7,148066,Camera,Camera Operator
10098,567352409251412da900020d,1195066,Crew,Driver
2155,52fe433bc3a36847f8044727,13776,Directing,Director
2155,52fe433bc3a36847f804472d,15244,Writing,Screenplay
2155,52fe433bc3a36847f8044733,22056,Production,Producer
2155,52fe433bc3a36847f8044739,6627,Production,Producer
2155,52fe433bc3a36847f804473f,37,Sound,Original Music Composer
2155,52fe433bc3a36847f8044745,22057,Camera,Director of Photography
2155,52fe433bc3a36847f804474b,12509,Editing,Editor
2155,52fe433bc3a36847f8044751,493,Editing,Editor
2155,52fe433bc3a36847f8044757,22058,Production,Casting
2155,52fe433bc3a36847f804475d,1262,Production,Casting
11004,52fe43e09251416c75021903,323,Directing,Director
11004,52fe43e09251416c75021915,323,Production,Producer
11004,52fe43e09251416c7502191b,2997,Production,Producer
11004,52fe43e09251416c7502192d,6453,Editing,Editor
11004,52fe43e09251416c75021921,19155,Sound,Original Music Composer
11004,52fe43e09251416c7502190f,10967,Writing,Screenplay
11004,52fe43e09251416c75021927,11099,Camera,Director of Photography
11004,52fe43e09251416c75021909,67758,Writing,Novel
139,52fe421dc3a36847f800505f,1558,Directing,Director
139,52fe421dc3a36847f8005065,1559,Production,Producer
139,52fe421dc3a36847f800506b,1560,Production,Producer
139,52fe421dc3a36847f8005071,1558,Writing,Author
139,52fe421dc3a36847f8005077,1012,Writing,Author
139,52fe421dc3a36847f80050a5,1570,Camera,Director of Photography
139,52fe421dc3a36847f80050ab,4475,Editing,Editor
139,52fe421dc3a36847f80050b1,1572,Sound,Sound Designer
139,52fe421dc3a36847f80050b7,1573,Sound,Sound Designer
139,52fe421dc3a36847f80050bd,1574,Production,Casting
25166,52fe44bbc3a368484e033ccf,17278,Directing,Director
25166,52fe44bbc3a368484e033cd5,37933,Writing,Writer
1831,52fe4318c3a36847f8039dff,19304,Directing,Director
1831,52fe4318c3a36847f8039e05,19305,Writing,Screenplay
1831,52fe4318c3a36847f8039e27,11708,Production,Producer
1831,52fe4318c3a36847f8039e2d,19308,Production,Producer
1831,52fe4318c3a36847f8039e33,68602,Production,Producer
1831,52fe4318c3a36847f8039e39,5506,Camera,Director of Photography
1831,52fe4318c3a36847f8039e3f,6875,Editing,Editor
1831,52fe4318c3a36847f8039e45,1262,Production,Casting
1831,52fe4318c3a36847f8039e4b,9041,Art,Production Design
1831,52fe4318c3a36847f8039e51,8221,Art,Art Direction
10416,52fe436a9251416c7500f8af,5342,Directing,Director
10416,52fe436a9251416c7500f8b5,52865,Writing,Screenplay
10416,52fe436a9251416c7500f8bb,18268,Writing,Screenplay
10416,52fe436b9251416c7500f8c1,9612,Writing,Screenplay
10416,52fe436b9251416c7500f8c7,5342,Production,Producer
10416,52fe436b9251416c7500f8cd,52865,Production,Producer
10416,52fe436b9251416c7500f8d3,3175,Editing,Editor
10416,52fe436b9251416c7500f8d9,3769,Camera,Director of Photography
10416,52fe436b9251416c7500f8df,1225,Sound,Original Music Composer
14271,58d5ec49c3a368127c03493c,339,Production,Producer
14271,58d5ec329251411fc503631d,6159,Production,Producer
14271,52fe45e09251416c750658bf,57328,Directing,Director
14271,58d5ec18c3a368127c03491e,57328,Production,Producer
14271,58d5ec259251411fc503630c,57328,Writing,Writer
4816,52fe43dcc3a36847f80748b5,1632,Camera,Director of Photography
4816,52fe43dcc3a36847f80748bb,330,Editing,Editor
4816,52fe43dcc3a36847f80748a9,4429,Writing,Screenplay
4816,52fe43dcc3a36847f80748a3,4429,Directing,Director
4816,52fe43dcc3a36847f80748af,4429,Production,Producer
4816,52fe43dcc3a36847f8074907,150,Sound,Original Music Composer
4816,52fe43dcc3a36847f80748c1,15428,Art,Production Design
4816,52fe43dcc3a36847f80748c7,39594,Art,Art Direction
4816,52fe43dcc3a36847f80748cd,39595,Production,Producer
28569,52fe45a1c3a368484e066211,2746,Directing,Director
28569,52fe45a2c3a368484e06621f,122953,Writing,Writer
28569,52fe45a2c3a368484e066225,2746,Production,Producer
28569,52fe45a2c3a368484e06622b,14725,Sound,Original Music Composer
28569,52fe45a2c3a368484e066231,5261,Camera,Director of Photography
28569,52fe45a2c3a368484e066237,9852,Editing,Editor
28569,52fe45a2c3a368484e066259,122953,Production,Producer
28569,52fe45a2c3a368484e06625f,6846,Production,Producer
28569,52fe45a2c3a368484e066265,12017,Art,Production Design
28569,572e374c92514165ee00397f,14879,Art,Set Decoration
2193,52fe433fc3a36847f8045b41,4614,Camera,Director of Photography
2193,53a442bac3a3682a4e00100e,10525,Writing,Writer
2193,52fe433fc3a36847f8045b91,11454,Directing,Director
2193,52fe433fc3a36847f8045b9d,22426,Production,Producer
2193,52fe433fc3a36847f8045b65,22432,Costume & Make-Up,Makeup Artist
2193,52fe433fc3a36847f8045b3b,22482,Sound,Original Music Composer
2193,52fe433fc3a36847f8045b47,22483,Editing,Editor
2193,52fe433fc3a36847f8045b4d,22484,Production,Casting
2193,52fe433fc3a36847f8045b53,22485,Art,Art Direction
2193,52fe433fc3a36847f8045b59,22486,Art,Set Decoration
11016,52fe43e39251416c75022081,70,Camera,Director of Photography
11016,56eaf1a49251414b1400026d,2654,Crew,Special Effects
11016,571d209cc3a36836030001f8,3249,Sound,Original Music Composer
11016,52fe43e39251416c750220af,3632,Writing,Screenplay
11016,56eaeef9c3a36806a8000221,4128,Costume & Make-Up,Makeup Artist
11016,52fe43e39251416c750220b5,6593,Writing,Screenplay
11016,52fe43e39251416c7502208d,6593,Directing,Director
11016,52fe43e39251416c75022087,7126,Editing,Editor
11016,56eaf180c3a36806b70002ad,12496,Sound,Sound
11016,56eaeeabc3a36806b700021f,13974,Art,Set Decoration
20423,52fe43e6c3a368484e004b69,7854,Directing,Director
20423,57103290c3a3684ff1002ba1,37317,Sound,Music
10839,570c3fe79251416cf900030e,296,Sound,Music Editor
10839,570c38bec3a3684c0100011b,1765,Art,Art Direction
10839,53435216c3a368152f0045f5,2665,Writing,Screenplay
10839,570c3775c3a3684bfe00012b,4556,Production,Production Supervisor
10839,52fe43bf9251416c7501ca3d,7767,Directing,Director
10839,570c36cd9251416ceb000126,15877,Art,Production Design
10839,52fe43c09251416c7501ca6d,12142,Sound,Original Music Composer
10839,570c40219251416ceb000358,12142,Sound,Music
10839,570c36ec9251416cf2000122,12495,Art,Production Design
10839,52fe43c09251416c7501ca8b,12685,Editing,Editor
36489,535bdb230e0a264fe8001a3f,30839,Art,Set Decoration
36489,535bdb8e0e0a264fe8001a49,43863,Crew,Technical Supervisor
36489,52fe45ec9251416c91043259,44763,Directing,Director
36489,535bda000e0a264fe10019c3,44763,Production,Producer
36489,52fe45ed9251416c9104326b,44763,Writing,Writer
36489,535bdaea0e0a264fd80019ad,65502,Camera,Director of Photography
36489,56d9aea4c3a3682cef011ca0,85764,Costume & Make-Up,Makeup Artist
36489,535bdb5e0e0a264fe10019d9,100988,Crew,Special Effects
36489,52fe45ed9251416c91043271,117732,Writing,Writer
36489,56d9aedec3a3681e4a021b41,127203,Crew,Property Master
24481,52fe4498c3a368484e02bbb3,14674,Directing,Director
24481,52fe4498c3a368484e02bbb9,100131,Writing,Writer
24481,52fe4498c3a368484e02bbbf,159503,Writing,Screenplay
24481,52fe4498c3a368484e02bbc5,14878,Art,Production Design
24481,55317a0c925141529e0008bd,17761,Camera,Director of Photography
24481,55317a4d925141528c00089b,34436,Art,Set Decoration
24481,59193056c3a3683a9304da8a,2916,Sound,Original Music Composer
24481,5919305ec3a368423c051495,117773,Production,Producer
24481,5919306692514159c104eaab,20601,Editing,Editor
24481,5919307992514159c104eac4,12145,Costume & Make-Up,Costume Design
11296,52fe441f9251416c750299cb,9168,Directing,Director
11296,52fe441f9251416c750299d1,67559,Writing,Screenplay
