ml_movie_id,imdb_id,tmdb_id
1900,tt0118849,21334
1904,tt0122529,37410
1907,tt0120762,10674
1909,tt0120902,846
1911,tt0118998,3050
1912,tt0120780,1389
1913,tt0073540,11020
1914,tt0120321,20862
1916,tt0118789,9464
1917,tt0120591,95
1918,tt0122151,944
1919,tt0123987,35680
1920,tt0122718,11551
1921,tt0138704,473
1923,tt0129387,544
1924,tt0052077,10513
1925,tt0018578,28966
1926,tt0019729,65203
1927,tt0020629,143
1928,tt0021746,42861
1929,tt0022958,33680
1931,tt0026752,12311
1932,tt0027698,43277
1933,tt0029146,43278
1934,tt0030993,34106
1935,tt0033729,43266
1936,tt0035093,27367
1937,tt0036872,17661
1938,tt0037884,28580
1939,tt0036868,887
1940,tt0039416,33667
1941,tt0040416,23383
1942,tt0041113,25430
1943,tt0044672,27191
1944,tt0045793,11426
1945,tt0047296,654
1946,tt0048356,15919
1947,tt0055614,1725
1948,tt0057590,5769
1949,tt0060665,874
1950,tt0061811,10633
1951,tt0063385,17917
1952,tt0064665,3116
1953,tt0067116,1051
1954,tt0075148,1366
1955,tt0079417,12102
1956,tt0081283,16619
1957,tt0082158,9443
1958,tt0086425,11050
1959,tt0089755,606
1960,tt0093389,746
1961,tt0095953,380
1962,tt0097239,403
1963,tt0065063,11485
1964,tt0067309,466
1965,tt0087995,13820
1966,tt0100142,15389
1967,tt0091369,13597
1968,tt0088847,2108
1969,tt0089686,10014
1970,tt0093629,10072
1971,tt0095742,10131
1972,tt0097981,10160
1973,tt0101917,11284
1974,tt0080761,4488
1975,tt0082418,9725
1976,tt0083972,9728
1977,tt0087298,9730
1978,tt0089173,9731
1979,tt0091080,10225
1980,tt0095179,10281
1981,tt0097388,10283
1982,tt0077651,948
1983,tt0082495,11281
1984,tt0085636,10676
1985,tt0095271,11357
1986,tt0097474,11361
1987,tt0081383,36599
1988,tt0093176,39929
1989,tt0098136,41828
1990,tt0105179,41769
1991,tt0094862,10585
1992,tt0099253,11186
1993,tt0103956,11187
1994,tt0084516,609
1995,tt0091778,11133
1996,tt0095889,10306
1997,tt0070047,9552
1998,tt0076009,11586
1999,tt0099528,11587
2000,tt0093409,941
2001,tt0097733,942
2002,tt0104714,943
2003,tt0087363,927
2004,tt0099700,928
2005,tt0089218,9340
2006,tt0120746,9342
2007,tt0119910,38509
2009,tt0070723,12101
2010,tt0017136,19
2011,tt0096874,165
2012,tt0099088,196
2013,tt0069113,551
2014,tt0076054,16084
2015,tt0054594,17984
2016,tt0078790,22328
2017,tt0054649,32611
2018,tt0034492,3170
2019,tt0047478,346
2020,tt0094947,859
2021,tt0087182,841
2022,tt0095497,11051
2023,tt0099674,242
2024,tt0102757,1411
2025,tt0119558,9769
2026,tt0134619,9424
2027,tt0120741,9835
2028,tt0120815,857
2031,tt0066728,22777
2033,tt0088814,10957
2034,tt0078869,9570
2035,tt0062737,16249
2036,tt0109287,13962
2037,tt0075807,14612
2038,tt0077305,19378
2040,tt0065566,29228
2041,tt0082199,19379
2042,tt0109520,11164
2043,tt0052722,18887
2045,tt0106868,24736
2046,tt0091059,10122
2047,tt0061715,24816
2048,tt0091149,9994
2050,tt0080861,12129
2051,tt0076137,14140
2052,tt0107120,10439
2053,tt0104437,11158
2054,tt0097523,9354
2056,tt0056095,34774
2057,tt0057180,37969
2058,tt0120768,9631
2059,tt0120783,9820
2060,tt0131857,14013
2064,tt0098213,1779
2065,tt0089853,10849
2066,tt0039689,678
2067,tt0059113,907
2068,tt0083922,5961
2070,tt0086423,42121
2071,tt0106273,2887
2072,tt0096734,11974
2073,tt0089126,20348
2074,tt0071910,26648
2075,tt0082736,11911
2076,tt0090756,793
2077,tt0089385,35144
2078,tt0061852,9325
2080,tt0048280,10340
2081,tt0097757,10144
2082,tt0104868,10414
2083,tt0104940,10437
2084,tt0104990,15300
2085,tt0055254,12230
2086,tt0089731,13380
2087,tt0046183,10693
2088,tt0081353,11335
2089,tt0100477,11135
2090,tt0076618,11319
2091,tt0078158,14822
2092,tt0107952,15969
2093,tt0089908,13155
2094,tt0102803,10249
2095,tt0075200,15943
2096,tt0053285,10882
2097,tt0086336,24808
2098,tt0057518,19762
2099,tt0038969,13850
2100,tt0088161,2619
2102,tt0019422,53565
2103,tt0111359,41841
2105,tt0084827,97
2106,tt0108265,10419
2107,tt0120694,11675
2108,tt0102250,2107
2109,tt0079367,6471
2110,tt0083798,9442
2111,tt0085894,11591
2112,tt0101969,13697
2113,tt0099697,19158
2114,tt0086066,227
2115,tt0087469,87
2116,tt0077869,123
2117,tt0087803,9314
2118,tt0085407,11336
2119,tt0091499,9980
2120,tt0107665,10657
2121,tt0085382,10489
2122,tt0087050,10823
2123,tt0096787,11497
2124,tt0101272,2907
2125,tt0120631,9454
2126,tt0120832,8688
2128,tt0120813,16155
2130,tt0080388,23954
2131,tt0077711,12761
2132,tt0061184,396
2133,tt0092513,14367
2134,tt0090305,11814
2135,tt0061584,16081
2136,tt0057372,18331
2137,tt0070016,15171
2138,tt0078480,11837
2139,tt0084649,11704
2140,tt0083791,11639
2141,tt0090633,4978
2142,tt0101329,10380
2143,tt0089469,11976
2144,tt0088128,15144
2145,tt0091790,11522
2146,tt0090060,11557
2147,tt0090848,13853
2148,tt0091223,11415
2149,tt0093220,37530
2150,tt0080801,8393
2151,tt0097443,11937
2152,tt0140796,21661
2153,tt0118661,9320
2154,tt0120703,33644
2155,tt0120831,14662
2159,tt0099763,10692
2160,tt0063522,805
2161,tt0088323,34584
2162,tt0100240,34636
2163,tt0080391,2182
2164,tt0094077,28070
2165,tt0119517,77469
2166,tt0124595,10278
2167,tt0120611,36647
2168,tt0120576,17915
2169,tt0118301,14557
2170,tt0120901,9417
2171,tt0119778,41469
2173,tt0095709,34637
2174,tt0094721,4011
2176,tt0040746,1580
2177,tt0074512,5854
2178,tt0068611,573
2180,tt0061107,5780
2181,tt0058329,506
2182,tt0051207,22527
2183,tt0049470,574
2184,tt0048750,11219
2186,tt0044079,845
2187,tt0042994,1978
2188,tt0120577,3682
2193,tt0096446,847
2194,tt0094226,117
2195,tt0120654,14577
2197,tt0119125,38621
2200,tt0042004,4175
2201,tt0039694,31667
2202,tt0037017,13321
2203,tt0036342,21734
2204,tt0035279,31997
2205,tt0033922,24197
2206,tt0034248,11462
2207,tt0031505,31995
2208,tt0030341,940
2210,tt0028212,12684
2212,tt0025452,8208
2214,tt0023285,15007
2215,tt0023395,36049
2219,tt0021165,31930
2221,tt0019702,543
2227,tt0017075,2760
2231,tt0128442,10220
2232,tt0123755,431
2236,tt0124879,22796
2237,tt0119934,22256
2239,tt0073817,37916
2240,tt0081207,21873
2241,tt0085346,21500
2243,tt0092699,12626
2245,tt0096463,3525
2247,tt0095593,2321
2248,tt0098258,2028
2249,tt0100212,16384
2252,tt0104412,10699
2253,tt0105629,11597
2255,tt0084938,47947
2257,tt0087810,44772
2259,tt0086973,14347
2260,tt0092225,41090
2261,tt0091680,18282
2262,tt0090583,18169
2263,tt0096073,11082
2264,tt0098625,5971
2265,tt0102558,11933
2266,tt0101523,20096
2267,tt0102469,30815
2268,tt0104257,881
2269,tt0107211,4478
2271,tt0120788,22318
2272,tt0120776,53113
2273,tt0120812,2109
2275,tt0118736,24746
2278,tt0122690,8195
2279,tt0146336,9877
2280,tt0118863,26618
2282,tt0126604,11855
2283,tt0100594,24016
2285,tt0063850,14794
2287,tt0047573,11071
2288,tt0084787,1091
2289,tt0105151,10403
2290,tt0081554,11337
2291,tt0099487,162
2292,tt0117276,25723
2294,tt0120587,8916
2295,tt0120823,28134
2296,tt0120770,9429
2297,tt0120889,12159
2300,tt0063462,30197
2301,tt0082517,10156
2302,tt0104952,10377
2303,tt0073440,3121
2304,tt0119577,4975
2306,tt0120701,9713
2310,tt0119670,9821
2311,tt0086837,4437
2312,tt0090830,1890
2313,tt0080678,1955
2314,tt0120603,39437
2315,tt0144120,11932
2316,tt0120791,6435
2318,tt0147612,10683
2320,tt0118636,9445
2321,tt0120789,2657
2322,tt0120157,9425
2324,tt0118799,637
2325,tt0124819,8675
2327,tt0100740,20701
2328,tt0120877,9945
2329,tt0120586,73
2333,tt0120684,3033
2334,tt0133952,9882
2335,tt0120484,10663
2336,tt0127536,4518
2337,tt0120879,1808
2338,tt0130018,3600
2339,tt0155753,17037
2340,tt0119643,297
2344,tt0089941,11893
2346,tt0073747,12223
2347,tt0087932,32081
2348,tt0091954,14924
2349,tt0091538,10002
2350,tt0099750,41817
2351,tt0050783,19426
2352,tt0085244,12560
2353,tt0120660,9798
2354,tt0134067,14444
2355,tt0120623,9487
2356,tt0120533,9466
2357,tt0140888,666
2359,tt0166396,10162
2360,tt0154420,309
2361,tt0069089,692
2362,tt0045826,24018
2363,tt0047034,1678
2364,tt0087344,39256
2365,tt0056142,1680
2366,tt0024216,244
2367,tt0074751,10730
2368,tt0091344,31947
2369,tt0089017,8130
2370,tt0089087,11532
2371,tt0089155,9749
2372,tt0097366,14628
2373,tt0089893,9626
2374,tt0091159,13698
2375,tt0091541,10466
2376,tt0090264,707
2377,tt0089489,11954
2378,tt0087928,9336
2379,tt0089822,10157
2380,tt0091777,12118
2381,tt0093756,10587
2382,tt0095882,11825
2383,tt0098105,11895
2384,tt0120595,9447
2385,tt0119304,12257
2386,tt0165494,37536
2387,tt0124198,10029
2388,tt0119248,27104
2389,tt0155975,11252
2390,tt0147004,8545
2391,tt0120324,10223
2392,tt0141109,9745
2393,tt0120844,200
2394,tt0120794,9837
2395,tt0128445,11545
2396,tt0138097,1934
2398,tt0039628,11881
2399,tt0089961,13764
2400,tt0098115,24951
2401,tt0089767,8879
2402,tt0089880,1369
2403,tt0083944,1368
2404,tt0095956,1370
2405,tt0089370,10303
2406,tt0088011,9326
2407,tt0088933,10328
2408,tt0094890,11285
2409,tt0079817,1367
2410,tt0084602,1371
2411,tt0089927,1374
2412,tt0100507,1375
2413,tt0088930,15196
2414,tt0090357,11904
2416,tt0090685,15596
2417,tt0091188,13818
2418,tt0091653,29968
2419,tt0091024,44326
2420,tt0087538,1885
2421,tt0091326,8856
2422,tt0097647,10495
2423,tt0097958,5825
2424,tt0128853,9489
2425,tt0120706,16885
2427,tt0120863,8741
2428,tt0133751,9276
2429,tt0120751,9822
2430,tt0041650,39314
2431,tt0129290,10312
2432,tt0120686,9441
2433,tt0120633,9422
2435,tt0119336,24525
2436,tt0120857,10368
2437,tt0120514,11365
2439,tt0118564,31662
2440,tt0127722,36136
2442,tt0150915,46992
2443,tt0145734,825
2445,tt0132512,15556
2446,tt0120710,28902
2447,tt0139699,14709
2448,tt0120458,9423
2449,tt0093072,14443
2450,tt0091225,10658
2451,tt0093075,6917
2453,tt0090768,24086
2454,tt0051622,11815
2455,tt0091064,9426
2456,tt0097368,10344
2457,tt0091875,15698
2458,tt0090660,2620
2459,tt0072271,30497
2460,tt0092076,16337
2461,tt0099994,25018
2462,tt0110978,16780
2463,tt0091877,12151
2464,tt0092112,25438
2465,tt0090917,33278
2467,tt0091605,192
2468,tt0091306,10945
2469,tt0091738,10013
2470,tt0090555,9671
2471,tt0092493,9396
2472,tt0092105,11038
2473,tt0091991,12278
2474,tt0090863,11873
2475,tt0090567,18588
2476,tt0091187,10015
2478,tt0092086,8388
2479,tt0120683,45712
2481,tt0151691,8129
2482,tt0149151,1618
2483,tt0112922,10722
2485,tt0160862,10314
2488,tt0054167,11167
2490,tt0120784,2112
2491,tt0145893,16172
2493,tt0128133,9524
2495,tt0070544,16306
2496,tt0124298,11622
2497,tt0139462,10207
2498,tt0120764,9849
2500,tt0155776,18892
2501,tt0132477,13466
2502,tt0151804,1542
2504,tt0137338,15256
2505,tt0134273,8224
2506,tt0123209,18417
2507,tt0120618,12479
2511,tt0070334,1847
2513,tt0098084,8913
2514,tt0105128,10906
2515,tt0106557,25748
2516,tt0109415,25749
2517,tt0085333,8769
2518,tt0084412,14742
2519,tt0051744,15856
2520,tt0065377,10671
2521,tt0071110,27932
2522,tt0075648,7227
2523,tt0076636,10670
2524,tt0072308,5919
2525,tt0080354,33518
2526,tt0079550,40160
2527,tt0070909,2362
2528,tt0074812,10803
2529,tt0063442,871
2530,tt0065462,1685
2531,tt0069768,1705
2532,tt0068408,1688
2533,tt0067065,1687
2535,tt0071455,11123
2536,tt0078740,29723
2537,tt0078856,31638
2539,tt0122933,9535
2540,tt0142192,9455
2541,tt0139134,796
2542,tt0120735,100
2546,tt0120646,30943
2548,tt0144814,7341
2549,tt0131646,10350
2550,tt0057129,11772
2551,tt0094964,9540
2552,tt0107626,31503
2553,tt0054443,11773
2554,tt0056931,30202
2555,tt0118665,22345
2557,tt0157016,1567
2558,tt0141098,1641
2559,tt0160429,47288
2560,tt0129332,10212
2561,tt0139668,10354
2563,tt0118892,8583
2565,tt0049408,16520
2566,tt0187819,16508
2567,tt0131369,11374
2568,tt0120757,16379
2570,tt0120613,28029
2571,tt0133093,603
2572,tt0147800,4951
2574,tt0129280,8970
2575,tt0120449,9840
2579,tt0154506,11660
2580,tt0139239,9430
2581,tt0151738,11355
2582,tt0105399,18764
2583,tt0126250,9465
2585,tt0133363,1414
2587,tt0123964,6522
2590,tt0136244,10209
2594,tt0125659,1902
2596,tt0133189,6396
2597,tt0120836,39964
2598,tt0120797,12596
2599,tt0126886,9451
2600,tt0120907,1946
2605,tt0137494,1844
2606,tt0138510,6552
2607,tt0162973,24584
2611,tt0155388,28519
2612,tt0037913,3309
2613,tt0087799,18462
2615,tt0089652,18252
2616,tt0099422,8592
2617,tt0120616,564
2618,tt0118826,13852
2622,tt0140379,10210
2624,tt0165078,17962
2625,tt0115693,9460
2626,tt0138414,4927
2628,tt0120915,1893
2629,tt0166252,31342
2630,tt0149723,44297
2633,tt0023245,15849
2634,tt0053085,18990
2637,tt0032818,31498
2639,tt0082766,15660
2640,tt0078346,1924
2641,tt0081573,8536
2642,tt0086393,9531
2643,tt0094074,11411
2644,tt0021814,138
2647,tt0036931,3103
2648,tt0021884,3035
2649,tt0031951,3077
2650,tt0034786,3074
2651,tt0035899,3076
2652,tt0050280,3079
2653,tt0036376,32023
2654,tt0034398,13666
2655,tt0089308,29794
2656,tt0048696,9077
2657,tt0073629,36685
2660,tt0044121,10785
2661,tt0045920,19483
2662,tt0046534,8974
2664,tt0049366,11549
2668,tt0084745,17918
2669,tt0053183,37305
2670,tt0052151,18784
2671,tt0125439,509
2672,tt0139809,1090
2673,tt0156794,24858
2676,tt0128278,12117
2677,tt0186508,11779
2682,tt0164085,62676
2683,tt0145660,817
2686,tt0120802,14283
2687,tt0120855,37135
2688,tt0144214,2275
2690,tt0122541,24137
2691,tt0120731,10376
2692,tt0130827,104
2693,tt0120370,15800
2694,tt0142342,9032
2696,tt0119038,9421
2699,tt0099052,6488
2700,tt0158983,9473
2701,tt0120891,8487
2702,tt0162677,10279
2704,tt0101318,2767
2706,tt0163651,2105
2707,tt0137363,1073
2709,tt0158811,10208
2710,tt0185937,2667
2712,tt0120663,345
2713,tt0139414,9825
2714,tt0161100,16158
2716,tt0087332,620
2717,tt0097428,2978
2718,tt0157503,10490
2719,tt0171363,11618
2720,tt0141369,332
2721,tt0162710,1812
2722,tt0149261,8914
2723,tt0132347,9824
2724,tt0163187,4806
2726,tt0049406,247
2727,tt0048254,10056
2728,tt0054331,967
2729,tt0056193,802
2730,tt0072684,3175
2731,tt0053198,147
2732,tt0055032,1628
2734,tt0091557,11120
2735,tt0091129,10136
2736,tt0090774,32060
2738,tt0090886,48259
2739,tt0088939,873
2741,tt0091637,26789
2745,tt0091530,11416
2746,tt0091419,10776
2747,tt0054033,24452
2748,tt0092534,9710
2749,tt0091554,31924
2750,tt0093818,30890
2752,tt0093690,20242
2753,tt0092627,39074
2757,tt0083967,3526
2759,tt0144168,16406
2761,tt0129167,10386
2762,tt0167404,745
2763,tt0155267,913
2764,tt0063688,912
2769,tt0138946,19457
2770,tt0131325,11353
2771,tt0120620,17707
2772,tt0165710,9781
2774,tt0168987,18212
2775,tt0138487,13817
2779,tt0077663,12185
2780,tt0057449,29056
2781,tt0053363,26857
2782,tt0055304,28501
2783,tt0059821,29030
2784,tt0058333,25319
2786,tt0091178,24103
2787,tt0088889,10552
2788,tt0066765,9267
2789,tt0077394,10766
2790,tt0082377,10768
2791,tt0080339,813
2792,tt0083530,2665
2793,tt0118604,9406
2794,tt0089670,11418
2795,tt0085995,11153
2796,tt0095188,14170
2797,tt0094737,2280
2798,tt0100419,11077
2799,tt0102719,28597
2800,tt0104740,22611
2801,tt0119843,39780
2802,tt0096244,10396
2803,tt0107798,9944
2804,tt0085334,850
2805,tt0130121,10154
2806,tt0133046,10342
2807,tt0176269,10366
2808,tt0105698,9349
2810,tt0156887,10494
2812,tt0160401,22314
2815,tt0091278,11037
2816,tt0095382,11955
2817,tt0103617,2038
2819,tt0073802,11963
2822,tt0104839,9096
2826,tt0120657,1911
2827,tt0138304,2900
2828,tt0160236,17709
2829,tt0164108,37718
2835,tt0163579,2162
2836,tt0125971,14578
2840,tt0145531,10307
2841,tt0164181,11601
2843,tt0118843,1075
2844,tt0151582,21719
2846,tt0097050,47951
2847,tt0031762,43832
2848,tt0045251,47697
2852,tt0088146,26522
2853,tt0076150,23761
2855,tt0086014,42114
2857,tt0063823,12105
2858,tt0169547,14
2859,tt0088178,24128
2860,tt0181316,11001
2861,tt0126916,10390
2862,tt0080491,9453
2863,tt0058182,704
2864,tt0127296,35122
2866,tt0077280,24153
2867,tt0089175,11797
2868,tt0097390,18086
2870,tt0061385,17887
2871,tt0068473,10669
2872,tt0082348,11527
2875,tt0108185,1049
2876,tt0111419,28032
2877,tt0073812,11326
2878,tt0082511,28377
2879,tt0099558,10975
2880,tt0091431,10974
2881,tt0150377,10398
2882,tt0120716,2290
2883,tt0140397,24071
2886,tt0159421,16112
2887,tt0168172,32305
2888,tt0164114,14429
2889,tt0134618,15198
2890,tt0120188,6415
2891,tt0162360,24066
2892,tt0133122,21430
2893,tt0134033,10381
2897,tt0087188,5622
2898,tt0106664,10349
2899,tt0031397,42518
2900,tt0095652,29787
2901,tt0079714,9638
2902,tt0086154,10576
2903,tt0091799,12662
2905,tt0056443,11712
2906,tt0156934,12618
2907,tt0167427,13824
2908,tt0171804,226
2912,tt0165854,10388
2913,tt0165874,17198
2915,tt0086200,9346
2916,tt0100802,861
2917,tt0082089,14412
2918,tt0091042,9377
2919,tt0086617,11541
2920,tt0037674,2457
2921,tt0068699,11901
2922,tt0061747,4929
2924,tt0080179,11230
2925,tt0065571,8416
2926,tt0095270,11054
2927,tt0037558,851
2928,tt0087980,24453
2929,tt0082979,18254
2932,tt0077405,16642
2935,tt0033804,3086
2936,tt0034240,16305
2937,tt0035169,32255
2939,tt0046126,19997
2940,tt0038559,3767
2941,tt0052225,17352
2942,tt0085549,535
2943,tt0104507,2731
2944,tt0061578,1654
2946,tt0059260,14831
2947,tt0058150,658
2948,tt0057076,657
2949,tt0055928,646
2950,tt0080453,5689
2951,tt0058461,391
2952,tt0119256,8052
2953,tt0104431,772
2956,tt0094008,31650
2959,tt0137523,550
2961,tt0160916,12220
2962,tt0119114,1610
2964,tt0192194,42881
2966,tt0166896,404
2967,tt0048977,42196
2968,tt0081633,36819
2969,tt0061138,42726
2970,tt0083946,9343
2971,tt0078754,16858
2972,tt0093206,42006
2973,tt0097123,11562
2974,tt0200469,10496
2975,tt0168501,16162
2976,tt0163988,8649
2977,tt0142201,31306
2978,tt0144640,10563
2979,tt0172627,14484
2982,tt0099710,32043
2983,tt0059319,15247
2985,tt0093870,5548
2986,tt0100502,5549
2987,tt0096438,856
2988,tt0081150,38772
2989,tt0082398,699
2990,tt0097742,709
2991,tt0070328,253
2992,tt0091829,13511
2993,tt0059800,660
2995,tt0185371,11377
2996,tt0166943,26149
2997,tt0120601,492
3000,tt0119698,128
3002,tt0200849,8672
3003,tt0170705,8056
3004,tt0120596,2020
3005,tt0145681,9481
3006,tt0140352,9008
3007,tt0181288,14242
3008,tt0156729,16129
3010,tt0200071,11489
3011,tt0065088,28145
3013,tt0099180,18111
3015,tt0077355,11223
3016,tt0083767,16281
3017,tt0092796,16288
3018,tt0089885,1694
3019,tt0097240,476
3020,tt0106856,37094
3021,tt0082427,13555
3022,tt0017925,961
3024,tt0078087,24831
3028,tt0061407,25560
3029,tt0082817,21610
3030,tt0055630,11878
3031,tt0100475,11510
3032,tt0067525,11234
3033,tt0094012,957
3034,tt0070608,11886
3035,tt0048380,37853
3036,tt0082484,62204
3037,tt0065988,11040
3038,tt0050371,21849
3039,tt0086465,1621
3040,tt0079540,14035
3041,tt0087700,40771
3042,tt0093516,40772
3044,tt0101669,11498
3045,tt0105130,11790
3046,tt0113416,29371
3051,tt0149691,21349
3052,tt0120655,1832
3053,tt0151137,10047
3054,tt0190641,10228
3055,tt0165773,47692
3060,tt0101605,11663
3061,tt0034862,13485
3062,tt0056197,9289
3063,tt0105156,9264
3064,tt0119908,18222
3066,tt0066473,11165
3067,tt0095675,4203
3068,tt0084855,24226
3070,tt0086856,11379
3071,tt0094027,29154
3072,tt0093565,2039
3074,tt0068762,11943
3075,tt0059646,11481
3076,tt0057187,2690
3078,tt0165859,27141
3079,tt0178737,10399
3081,tt0162661,2668
3082,tt0143145,36643
3083,tt0185125,99
3086,tt0024852,25898
3087,tt0096061,9647
3088,tt0042546,11787
3089,tt0040522,5156
3090,tt0093509,24276
3091,tt0080979,11953
3093,tt0067411,29005
3094,tt0093512,26371
3095,tt0032551,596
3097,tt0033045,20334
3098,tt0087781,11393
3099,tt0073692,31121
3100,tt0105265,293
3101,tt0093010,10998
3102,tt0089360,12235
3103,tt0100680,36094
3104,tt0095631,9013
3105,tt0099077,11005
3106,tt0099291,59820
3107,tt0101393,2924
3108,tt0101889,177
3109,tt0088007,38557
3111,tt0087921,13681
3113,tt0146675,9946
3114,tt0120363,863
3115,tt0155711,31582
3117,tt0134154,22267
3120,tt0104114,10411
3121,tt0045877,41462
3125,tt0172396,20024
3127,tt0144715,13787
3129,tt0158371,9684
3130,tt0099165,9586
3133,tt0015863,33015
3134,tt0028950,777
3135,tt0079239,21887
3138,tt0096171,32331
3140,tt0014538,32628
3141,tt0100828,32669
3142,tt0096328,18161
3143,tt0063056,31681
3144,tt0060463,33666
3145,tt0150216,32274
3146,tt0205000,10402
3147,tt0120689,497
3148,tt0124315,1715
3150,tt0141974,42739
3152,tt0067328,25188
3153,tt0051337,15515
3155,tt0166485,1439
3156,tt0182789,2277
3157,tt0164912,10137
3158,tt0162866,10387
3159,tt0120910,49948
3160,tt0175880,334
3161,tt0119079,30237
3163,tt0151568,46435
3165,tt0106455,22213
3167,tt0066892,36492
3168,tt0064276,624
3169,tt0087231,26578
3171,tt0053226,43103
3173,tt0146838,9563
3174,tt0125664,1850
3175,tt0177789,926
3176,tt0134119,1213
3177,tt0195945,10471
3178,tt0174856,10400
3179,tt0145653,10397
3180,tt0196857,20761
3181,tt0120866,12524
3182,tt0192335,28216
3183,tt0174268,36773
3185,tt0120834,10219
3186,tt0172493,3558
3189,tt0156812,17908
3190,tt0134983,10384
3194,tt0070903,10236
3196,tt0046359,632
3197,tt0095897,11851
3198,tt0070511,5924
3199,tt0050815,33734
3200,tt0070290,14886
3201,tt0065724,26617
3202,tt0065436,11900
3203,tt0097162,10493
3204,tt0077269,16241
3205,tt0054067,27632
3206,tt0086859,22160
3207,tt0045162,4460
3208,tt0107659,9644
3210,tt0083929,13342
3211,tt0094924,35119
3213,tt0106364,14919
3214,tt0088707,14040
3216,tt0066380,17343
3217,tt0029606,22692
3218,tt0102687,47620
3219,tt0100318,2990
3221,tt0083851,10831
3223,tt0090366,33078
3224,tt0058625,16672
3225,tt0186975,10472
3232,tt0016332,32600
3235,tt0081748,13005
3238,tt0120662,18681
3239,tt0141399,75531
3243,tt0104187,10406
3244,tt0076095,14741
3245,tt0058604,32015
3246,tt0104797,1883
3247,tt0105417,2005
3248,tt0108147,6279
3249,tt0104389,11087
3250,tt0106246,7305
3251,tt0088683,24735
3252,tt0105323,9475
3253,tt0105793,8872
3254,tt0108525,8873
3255,tt0104694,11287
3256,tt0105112,9869
3257,tt0103855,619
3258,tt0104070,9374
3259,tt0104231,11259
3260,tt0104454,8293
3261,tt0105415,11068
3262,tt0105665,1923
3263,tt0105812,10158
3264,tt0103893,10206
3265,tt0104684,11782
3266,tt0103905,10086
3267,tt0104815,9367
3268,tt0105477,9876
3269,tt0104291,10326
3270,tt0104040,16562
3271,tt0105046,9609
3272,tt0103759,12143
3273,tt0134084,4234
3274,tt0105414,9605
3275,tt0144117,8374
3276,tt0171356,29076
3284,tt0067848,27841
3285,tt0163978,1907
3286,tt0184907,15489
3287,tt0220099,15655
3289,tt0209189,36210
3292,tt0047878,22342
3294,tt0074455,30062
3296,tt0062376,25934
3298,tt0181984,14181
3299,tt0162983,10385
3300,tt0134847,2787
3301,tt0190138,2069
3304,tt0077248,14839
3306,tt0018773,28978
3307,tt0021749,901
3308,tt0087265,25010
3309,tt0009018,36208
3310,tt0012349,10098
3316,tt0184858,2155
3317,tt0185014,11004
3320,tt0164756,139
3324,tt0186045,25166
3325,tt0156841,1831
3326,tt0181151,10416
3327,tt0218043,14271
3328,tt0165798,4816
3330,tt0055471,28569
3331,tt0085980,2193
3334,tt0040506,11016
3338,tt0097372,20423
3339,tt0074695,10839
3340,tt0047898,36489
3341,tt0042276,24481
3342,tt0086969,11296
3343,tt0092559,61651
3344,tt0056875,28172
3347,tt0086005,14280
3350,tt0055353,29478
3351,tt0058694,28177
3354,tt0183523,2067
3355,tt0142688,622
3358,tt0101698,12186
3359,tt0078902,20283
3360,tt0091217,5693
3361,tt0094812,287
3362,tt0072890,968
3363,tt0069704,838
3364,tt0042208,16958
3365,tt0049730,3114
3368,tt0051411,12501
3370,tt0094731,31618
3371,tt0074235,42232
3377,tt0035966,22178
3379,tt0053137,35412
3384,tt0072251,8333
3385,tt0090274,19259
3386,tt0102138,820
3387,tt0098645,11718
3388,tt0093148,8989
3390,tt0091934,58048
3391,tt0094321,26827
3392,tt0098309,11157
3393,tt0092834,28370
3394,tt0092666,918
3395,tt0093596,61178
3396,tt0079588,11176
3397,tt0082474,14900
3398,tt0087755,11899
3400,tt0108526,18890
3401,tt0088760,19736
3404,tt0046435,16535
3405,tt0051994,10971
3406,tt0043379,23928
3408,tt0195685,462
3409,tt0195714,9532
3412,tt0095800,2383
3414,tt0048316,53879
3415,tt0072443,1396
3417,tt0044517,11570
3418,tt0103074,1541
3420,tt0078718,17443
3421,tt0077975,8469
3422,tt0091939,27995
3423,tt0096054,36739
3424,tt0097216,925
3425,tt0100168,41823
3426,tt0102175,1713
3427,tt0062824,26170
3428,tt0078950,30547
3429,tt0099317,54825
3430,tt0071402,13939
3431,tt0082250,14373
3432,tt0089003,24873
3434,tt0109578,34746
3435,tt0036775,996
3436,tt0101787,9079
3437,tt0101615,1496
3438,tt0100758,1498
3439,tt0103060,1497
3440,tt0108308,1499
3441,tt0087985,1880
3442,tt0090693,33762
3444,tt0092675,11690
3445,tt0077530,29143
3447,tt0028944,36652
3448,tt0093105,801
3450,tt0107050,11520
3451,tt0061735,1879
3452,tt0165929,2085
3453,tt0195778,13539
3454,tt0202402,16222
3456,tt0191043,17078
3457,tt0127349,37722
3459,tt0091142,33516
3461,tt0057261,9960
3462,tt0027977,3082
3466,tt0107091,12187
3467,tt0057163,24748
3468,tt0054997,990
3469,tt0053946,1908
3470,tt0071411,9764
3471,tt0075860,840
3474,tt0117468,26689
3475,tt0043924,25673
3476,tt0099871,2291
3477,tt0112950,13531
3478,tt0093378,16620
3479,tt0089457,526
3480,tt0091445,13346
3481,tt0146882,243
3483,tt0138749,10501
3484,tt0192614,11478
3487,tt0061619,6644
3489,tt0102057,879
3490,tt0068713,32613
3494,tt0065126,17529
